구간,라벨,goods_no,판정,의미,p_female,브랜드,상품명
선행,남성,1740345,M,동성·모델없음(유지),0.8758,상상발전소,마스크워리어 02_NVCH
선행,남성,2606834,M,동성·모델없음(유지),0.8756,칸6312,KSB0075 네온라인 롱슬리브리스 - 블랙
선행,남성,2877270,M,동성·모델없음(유지),0.8749,아스트랄 프로젝션,그래피티 레터링 오버핏 드롭숄더 후디_피치
선행,남성,1065726,M,동성·모델없음(유지),0.8738,기럭지,7부 라운드 티셔츠
선행,남성,4993250,X,혼성(유지),0.8710,라이프워크,공용) 워싱 실리콘 라독 반팔 티셔츠
선행,남성,4920277,X,혼성(유지),0.8706,갈렉스,풋볼 베이직 나일론 숏슬리브 블랙 GA5620 BK
선행,남성,6015013,M,동성·모델없음(유지),0.8703,엄브로,[QUICK-DRY] 더비독 프레쉬 반팔 티셔츠 화이트 UR123CRS34
선행,남성,6577812,M,동성·모델없음(유지),0.8682,테네르,파이브 스타 나시 차콜
선행,남성,5197929,M,동성·모델없음(유지),0.8679,룰라쿨라,룰라쿨라 로고 반팔 티셔츠
선행,남성,1009663,M,동성·모델없음(유지),0.8677,아파트먼트,TOP NOTCH HALF SLEEVE (3 COLOR)
선행,남성,1895905,M,동성·모델없음(유지),0.8674,코랄리안,런오프 디자인스튜디오 긴팔 티셔츠 블랙
선행,남성,4229387,M,동성·모델없음(유지),0.8665,아스트랄 프로젝션,[파이트 포 라이트]코튼 루즈핏 반팔 티셔츠_버터 밀크
선행,남성,6328911,M,동성·모델없음(유지),0.8647,바스틱,나이트 티셔츠_화이트
선행,남성,4996156,X,혼성(유지),0.8628,엄브로,[UMBRO X MOONSUN] 게임 셔츠 실버(UQ221CRJ41)
선행,남성,3317670,X,혼성(유지),0.8626,코랄리안,테니스 라운드 소로나 티셔츠 민트
선행,남성,3317723,X,혼성(유지),0.8622,코랄리안,테니스 라운드 소로나 티셔츠 네이비
선행,남성,2675925,M,동성·모델없음(유지),0.8589,칸6312,KSB0115 치카노크로스 롱슬리브리스 - 블랙
선행,남성,5191830,X,혼성(유지),0.8588,원헌드레드퍼센트,OHPxGOODD4 핑크로드 세미오버 반팔티6
선행,남성,2749766,M,동성·모델없음(유지),0.8570,모즈모즈,톤다운 레글런 오버핏 기모 후드 블루
선행,남성,5942425,M,동성·모델없음(유지),0.8566,르꼬끄,유니 스트레치 타슬란 4.5부 숏팬츠 - 블랙 QR223LHP41
선행,남성,1560684,M,동성·모델없음(유지),0.8565,차마스포츠랩,CSL BOWLING SHIRT-ICE WHITE
선행,남성,6380891,M,동성·모델없음(유지),0.8564,엄브로,[QUICK-DRY] 슬로우킥 프레쉬 레터링 반팔 티셔츠 블랙 UR221SRS51
선행,남성,4729194,X,혼성(유지),0.8561,아르메데스,[2PACK] 면 16수 오버핏 아트그래픽 반팔티셔츠 (1025)
선행,남성,1337831,X,혼성(유지),0.8544,고목,창과 문 티셔츠 (Ash gray)-남
선행,남성,5196545,X,혼성(유지),0.8541,커버라이즈,HEADPHONE GIRL TEE (BLACK)
선행,남성,3495406,M,동성·모델없음(유지),0.8538,그라픽,미브스 원턱 와이드 스웨트 팬츠 2 Color [GRPT_2001]
선행,남성,4427276,X,혼성(유지),0.8533,윌리워 스튜디오,FAN-SHAPED 그래픽 후로킹 슬리브리스 2 color
선행,남성,4174918,M,동성·모델없음(유지),0.8506,돌돌,WOOPS-T-106  스케이트보드 고양이 웁스 캐릭터 그래픽티셔츠
선행,남성,4150918,M,동성·모델없음(유지),0.8497,스포츠 일러스트레이티드,CYCLING LESPRIT DU TOUR HALF SLEEVE (BLACK)
선행,남성,4483979,M,동성·모델없음(유지),0.8484,나이키,프로 드라이 핏 웜 긴소매 피트니스 모크 M - 블랙:화이트 / FB8516-010
선행,남성,2585965,M,동성·모델없음(유지),0.8480,유니온발란트,유에스에이 에어포스 티셔츠 멜란지1%
선행,남성,4918945,M,동성·모델없음(유지),0.8462,제네럴웍스,G-25-SS-711 프린팅 반팔 티셔츠_화이트
선행,남성,1803401,M,동성·모델없음(유지),0.8460,스텝온리,NEWPORT HOODIE (NAVY)
선행,남성,3229297,M,동성·모델없음(유지),0.8458,바스틱,아치 심볼 그래픽 티셔츠_네이비
선행,남성,6190322,M,동성·모델없음(유지),0.8449,휠라,Coldwave+ 삼단로고 반팔티(FS262RS01X022041)
선행,남성,1474570,X,혼성(유지),0.8443,펠스파브룩,트루핏 하프 폴로셔츠[WHITE]
선행,남성,6066859,M,동성·모델없음(유지),0.8432,하이타이드 프랭키,Golden Dawn Long Sleeve White
선행,남성,1474693,X,혼성(유지),0.8391,펠스파브룩,20수 스트라이프 보트넥 티셔츠[KHAKI]
선행,남성,6222078,M,동성·모델없음(유지),0.8383,아디다스,스케이트보딩 아디다스 코르포 솔루션 후디 KC2261
선행,남성,4175233,M,동성·모델없음(유지),0.8381,와이오와이,반집업 플리츠 반팔 아노락_라이트베이지
선행,남성,6755816,M,동성·모델없음(유지),0.8358,씨에이치사공사,404 RINGER TEE WHITE
선행,남성,2606207,M,동성·모델없음(유지),0.8346,칸6312,KSB0060 타투칸 롱슬리브리스 - 블랙
선행,남성,3269557,M,동성·모델없음(유지),0.8345,브라바도,ACDC DOG A BONE 2 BK (BRENT2415)
선행,남성,6581798,M,동성·모델없음(유지),0.8342,일꼬르소,CRS Sorona Cotton 스포팅 기어 숏 슬리브 티셔츠 그레이
선행,남성,6304037,M,동성·모델없음(유지),0.8331,에이메이드,쿨코튼 패럿 오버핏 티셔츠(2col.)
선행,남성,5940667,M,동성·모델없음(유지),0.8327,리그,유니 타이다잉 그리드메쉬 긴팔티셔츠_KH R1TS2104
선행,남성,4328845,X,혼성(유지),0.8324,엘런아시,Sunset 기본 오버핏 반팔 티셔츠
선행,남성,3213867,X,혼성(유지),0.8321,더바이닐하우스,BIG BRINDLE TEE GREEN (VH2DMUT510A)
선행,남성,4912144,M,동성·모델없음(유지),0.8316,토피,크로셰 슬리브리스 (CHARCOAL)
선행,남성,2554362,M,동성·모델없음(유지),0.8308,칸6312,KSB0019 치카노레터링 롱슬리브리스 - 블랙
선행,남성,5664665,M,동성·모델없음(유지),0.8307,더마일,MAISONDE MILE HOODIE [BLACK]
선행,남성,6499364,X,혼성(유지),0.8307,원헌드레드퍼센트,OHPxHARMONIA 고양이 온천 세미오버 반팔티6
선행,남성,5242863,M,동성·모델없음(유지),0.8300,고저,CAMO COLLAR HALF T-SHIRT_LIGHT
선행,남성,4707526,M,동성·모델없음(유지),0.8299,아조바이아조,Cross Symbol Washed Raglan T-Shirt [GREY]
선행,남성,1354868,M,동성·모델없음(유지),0.8293,모즈모즈,백로고유령 오버핏 티셔츠_화이트
선행,남성,5215900,M,동성·모델없음(유지),0.8280,바이엘,페인트 그래피티 로고 반팔티 화이트
선행,남성,4177171,M,동성·모델없음(유지),0.8279,룰라쿨라,비 그래픽 티셔츠
선행,남성,1445020,M,동성·모델없음(유지),0.8249,로코베이직,T001 / 코튼 100 레이어드 화이트 T
선행,남성,4080702,M,동성·모델없음(유지),0.8247,돌돌,WOOPS-T-75  스케이트보드 고양이 웁스 캐릭터 그래픽티셔츠
선행,남성,5323809,M,동성·모델없음(유지),0.8243,엄브로,NQ 리버시블 우븐 탑 블랙(UQ311CWT82)
선행,남성,4160617,M,동성·모델없음(유지),0.8217,아스트랄 프로젝션,[시오소피컬 소사이어티]코튼 루즈핏 반팔 티셔츠_버터 밀크
선행,남성,2628149,M,동성·모델없음(유지),0.8212,폴루션,Poster Half T-Shirt(PUNCMTS012_BK)
선행,남성,5080215,X,혼성(유지),0.8212,레이몬트,에센셜  RAI 로고 솔리드 반팔 티셔츠_화이트멜란지
선행,남성,1474689,X,혼성(유지),0.8209,펠스파브룩,30수 스트라이프 립 배색 티셔츠[WHITE]
선행,남성,3213762,M,동성·모델없음(유지),0.8202,비볼드비쿨,싸이코 [T-Shirt]
선행,남성,4564466,M,동성·모델없음(유지),0.8189,원헌드레드퍼센트,OHPxGOODD b잇츠미 오버핏 헤비 후드
선행,남성,2764212,M,동성·모델없음(유지),0.8187,더블유브이프로젝트,컬러인 후드 그린 MJHD7622
선행,남성,4629089,M,동성·모델없음(유지),0.8187,바이엘,티앤티 후드 블랙
선행,남성,2978456,M,동성·모델없음(유지),0.8168,고저,UNDER LONG SHIBORI SLEEVE_BLACK
선행,남성,6031735,M,동성·모델없음(유지),0.8166,챈세스노이,바스켓 스웨트 후디드(차콜그레이멜란지네이비)/BAMXHD
선행,남성,2329959,M,동성·모델없음(유지),0.8165,리스펙트,jail tee (Black)
선행,남성,3402964,M,동성·모델없음(유지),0.8165,원헌드레드퍼센트,OHP X AIDAEVE 레이니데이 세미오버 반팔티
선행,남성,5480541,M,동성·모델없음(유지),0.8165,엠오오,스타 도트 아플리케 배색 후드 - 네이비
선행,남성,4682276,M,동성·모델없음(유지),0.8156,코닥,빅로고 그래픽 긴팔 티셔츠 BLACK
선행,남성,5037677,M,동성·모델없음(유지),0.8155,플루크,시티 어드벤처 크랙 반팔 티셔츠  네이비 FST336
선행,남성,5876309,M,동성·모델없음(유지),0.8153,엑스컨테이너,유넥 레이어드 롱 슬리브 (BURGUNDY)
선행,남성,5239050,M,동성·모델없음(유지),0.8149,디더블유에스이,하트 그래픽 티셔츠(블랙)
선행,남성,4192922,X,혼성(유지),0.8144,아르메데스,[2PACK] 면 20수 아트그래픽 티셔츠 (1001)
선행,남성,6158379,M,동성·모델없음(유지),0.8139,스노우피크 어패럴,코튼 네이처 그래픽 반팔 티셔츠 (S26MUFTS64) Off White
선행,남성,5133240,M,동성·모델없음(유지),0.8132,마크엠,커브드 로고 반팔 티셔츠 (MKIBC8803)
선행,남성,6875687,M,동성·모델없음(유지),0.8131,엄브로,크리스피 타슬란 긴팔티 블랙 UR321CRL91
선행,남성,2675946,M,동성·모델없음(유지),0.8125,칸6312,KSB0120 호루스눈 롱슬리브리스 - 블랙
선행,남성,998880,M,동성·모델없음(유지),0.8121,메리제임스,[남녀공용-오버핏] ELYSIAN HALF SLEEVE (5 COLOR)
선행,남성,2882529,M,동성·모델없음(유지),0.8117,아스트랄 프로젝션,백 쉴드 엠블럼 오버핏 드롭숄더 후디_피치
선행,남성,6193722,M,동성·모델없음(유지),0.8114,언리미트,CANOE TEE (U26BTTS618)
선행,남성,5594585,M,동성·모델없음(유지),0.8108,텐 패스트 세븐,TP7 프린트 반팔 티셔츠 - 블랙
선행,남성,5084701,M,동성·모델없음(유지),0.8099,워독,스웻셔츠 티셔츠 - 차콜
선행,남성,5827594,M,동성·모델없음(유지),0.8098,하이퍼플,하이퍼플 픽셀 후드티
선행,남성,4776542,M,동성·모델없음(유지),0.8086,디써티원,Stripe Rugby Polo (Salmon Pink)
선행,남성,2510915,M,동성·모델없음(유지),0.8082,슈브토,더블 백 그래픽 후디
선행,남성,4328832,X,혼성(유지),0.8082,엘런아시,무지 레이어드 오버핏 반팔 티셔츠
선행,남성,4230166,M,동성·모델없음(유지),0.8080,아스트랄 프로젝션,[슈퍼노바]코튼 루즈핏 반팔 티셔츠_버터 밀크
선행,남성,4945159,M,동성·모델없음(유지),0.8078,코닥,레인보우 우븐 반팔 피스테 BLACK
선행,남성,6229748,M,동성·모델없음(유지),0.8060,지플리시,에센셜 슬림핏 티 화이트
선행,남성,6347129,M,동성·모델없음(유지),0.8056,칼렉,올데이 그래픽 슬리브리스 (라이트 블루)
선행,남성,6421537,M,동성·모델없음(유지),0.8055,셔츠마이립스,러브 사랑 디스코 락스타 크롭 티셔츠 화이트
선행,남성,6899750,M,동성·모델없음(유지),0.8043,겐조,남성 CVD 겐조 러브스 클래식 티셔츠_K266AMTC05DBX
선행,남성,4960124,M,동성·모델없음(유지),0.8040,한량 컬렉티브,hr008-1 hoodie q1 black
선행,남성,6561967,X,혼성(유지),0.8038,원헌드레드퍼센트,OHP 리퍼블릭 오브 코리아 피그먼트 반팔티P
선행,남성,4011824,M,동성·모델없음(유지),0.8035,디스트나인,바이커베어 반팔티 WHITE (LO2TU317-002)
선행,남성,3617173,M,동성·모델없음(유지),0.8034,펀치라인,시큐어 후드 4종 블랙 ISHD6228
선행,남성,5179967,M,동성·모델없음(유지),0.8034,더마일,FANTASTIC ML CREW [PIGMENT D.GRAY]
선행,남성,6442094,M,동성·모델없음(유지),0.8030,앨빈클로,하트 크롭핏 반팔티셔츠 AST3628 (3COLOR)
선행,남성,5250289,X,혼성(유지),0.8027,제네럴웍스,GW-25S-JP-02 프린팅 JP 반팔 티셔츠 (4color)
선행,남성,4975076,F,이성 단독(제외),0.8022,피에스쇼퍼,스몰로고 워싱 후드 [블랙]
선행,남성,1863184,F,이성 단독(제외),0.8014,피엠코,피 앳 티셔츠 (화이트 멜란지)
선행,남성,3867830,F,이성 단독(제외),0.8014,베이직하우스,UNI 쿨(COOL) 분또 반팔티셔츠 화이트 LYTS3103
선행,남성,5413976,F,이성 단독(제외),0.8008,샌드 사운드,(UNISEX) 로우 엣지 디테일 스 셔츠  그레이
선행,남성,6495777,F,이성 단독(제외),0.8001,공공육이,0062Era longsleeve
선행,남성,5994745,F,이성 단독(제외),0.7998,엄브로,레이스업 메쉬 긴팔 티셔츠 블루 UR121CRL32
선행,남성,4920317,X,혼성(유지),0.7992,갈렉스,풋볼 시그니쳐 컬러블록 나일론 숏슬리브 블랙 GA5621 BK
선행,남성,5562812,F,이성 단독(제외),0.7989,토치,TORCH 0.3.1 Logo HOODIE ［MELANGE GREY］
선행,남성,5290670,F,이성 단독(제외),0.7986,원헌드레드퍼센트,OHPxHARMONIA 피쉬캣 베이직 긴팔티셔츠
선행,남성,3365185,F,이성 단독(제외),0.7984,어레이드,A.G.I 에딕션 티셔츠 [BLACK]
선행,남성,6090356,F,이성 단독(제외),0.7973,엠오오,배색 라인 스트라이프 후드 롱슬리브 - 버건디
선행,남성,2381126,F,이성 단독(제외),0.7968,프로-스펙스,CLASSIC OS LOGO HOODIE_GRAY
선행,남성,2479662,F,이성 단독(제외),0.7967,크림소다랩,그레이 서퍼 반팔티 라이트 그레이
선행,남성,5602093,F,이성 단독(제외),0.7965,문선,MJ Crop Turtle Neck Knit / Gray
선행,남성,5573959,F,이성 단독(제외),0.7959,베이직하우스,UNI 면16수 릴렉스핏 반팔티셔츠 오렌지 LATS0109
선행,남성,6182522,F,이성 단독(제외),0.7959,타미진스,[UNISEX] 포스터 반팔 티셔츠 (T32G1TTO43TMT1BDS)
선행,남성,6604254,F,이성 단독(제외),0.7956,브리핑 골프,남자 에센셜 로고 포인트 폴로 티셔츠_화이트
선행,남성,1974235,F,이성 단독(제외),0.7953,아이코노그라피,SURREALISM MOVEMET FLOWER STAR WH
선행,남성,5539550,F,이성 단독(제외),0.7950,더바이닐하우스,CURSIVE WRITING TYPO HOODIE PURPLE
선행,남성,2408982,F,이성 단독(제외),0.7949,어퍼스트롭,[UP9037] 캠핑그래픽 티셔츠 블랙
선행,남성,3280092,F,이성 단독(제외),0.7944,바스틱,러브 킬스 티셔츠_차콜
선행,남성,4328846,X,혼성(유지),0.7944,엘런아시,Cactus 기본 오버핏 반팔 티셔츠
선행,남성,2880037,F,이성 단독(제외),0.7937,챈스챈스,LOVE HOODIE(SKY BLUE/기모)
선행,남성,3999442,F,이성 단독(제외),0.7937,더블유브이프로젝트,폴링 반팔티셔츠 빈티지핑크 JIST7707
선행,남성,1384528,F,이성 단독(제외),0.7933,이에스엔,퓨어 헤비 반팔 티셔츠 크림
선행,남성,4580204,F,이성 단독(제외),0.7932,웬유무브,시그니쳐 크랙 로고 후드티 (기모) OATMEAL
선행,남성,2496066,F,이성 단독(제외),0.7917,돌핀웨이브어패럴,돌핀 타원 그래픽 티셔츠
선행,남성,6081214,F,이성 단독(제외),0.7913,1011갤러리,Gallery Logo Long Sleeve T-Shirts - Green
선행,남성,1486697,F,이성 단독(제외),0.7912,니어러스,반팔티셔츠PIGMENT EARTH LOGO OVER TEE
선행,남성,2407885,F,이성 단독(제외),0.7911,살롱드서울,유니섹스 텍스처드 유 네크라인 슬리브리스 - 블랙
선행,남성,1868938,F,이성 단독(제외),0.7902,코랄리안,런오프 그리드 매쉬 면  반팔 티셔츠 오렌지
선행,남성,6093479,F,이성 단독(제외),0.7902,나이키,스포츠웨어 티셔츠 M - 코코넛 밀크 / IM9334-113
선행,남성,6006481,F,이성 단독(제외),0.7898,더비 아카이브,소로나 오버핏 로고 티셔츠 블랙
선행,남성,4827709,F,이성 단독(제외),0.7893,슬로우애시드,스터드 워시드 와이드 후디 [버건디]
선행,남성,6607782,F,이성 단독(제외),0.7889,드마크,M text graffiti boxy short sleeve tee -  Charcoal
선행,남성,5495743,F,이성 단독(제외),0.7888,더블유브이프로젝트,프리키 후드 브라운 JIHD7825
선행,남성,6076627,F,이성 단독(제외),0.7886,유에프씨 스포츠,UFC 1993 릴렉스핏 후드 슬리브리스 멜란지 그레이 U2SLX2106MG
선행,남성,4799025,F,이성 단독(제외),0.7878,더마일,매니페스 더마일 스웨트 후드 [PIGMENT KHAKI]
선행,남성,5892651,F,이성 단독(제외),0.7878,엔엔피스,SHOEGAZE HOOD
선행,남성,1486755,F,이성 단독(제외),0.7877,니어러스,반팔티셔츠MOMENTON LOGO OVER TEE
선행,남성,4561860,F,이성 단독(제외),0.7876,에키에타,Pilgrims Hoodie in Azure
선행,남성,5197093,X,혼성(유지),0.7870,커버라이즈,GOOD COVER (BLACK)
선행,남성,4230972,F,이성 단독(제외),0.7863,디오디,소로나 베이직 라운드 숏 티셔츠(맨즈) - OFF WHITE
선행,남성,5162028,F,이성 단독(제외),0.7861,빅유니온,루즈핏 리브드 슬리브리스 (그레이)
선행,남성,6642900,X,혼성(유지),0.7861,이우트,FALLEN LEAVES GALLERY T-SHIRT / WHITE
선행,남성,6357590,F,이성 단독(제외),0.7858,커버라이즈,펭귄솔져 캐릭터 티셔츠 (GRAY / WHITE)
선행,남성,1434779,F,이성 단독(제외),0.7856,드퐁,오픈 카라 니티드 티셔츠 차콜그레이
선행,남성,6709344,X,혼성(유지),0.7852,원헌드레드퍼센트,OHPxJOY4 냥이와데이트 피그먼트 반팔티
선행,남성,4340119,F,이성 단독(제외),0.7849,캉골,KNGL 포켓 후디 5147 버건디
선행,남성,6171403,F,이성 단독(제외),0.7844,게스,2color 넥 배색 스트라이프 민소매 OQ2K5459
선행,남성,3628824,F,이성 단독(제외),0.7842,베스띠또,발색 READY로고 우븐배색 그레이 후디
선행,남성,2504742,X,혼성(유지),0.7839,슈브토,로고 티셔츠 블랙
